sales_order_id,date_key,store_key,product_key,channel,quantity,gross_amount,discount_amount,net_amount,cost_amount
113819,2024-06-19,1,7,In Store,3,14.25,1.43,12.82,4.05
113820,2024-06-19,1,5,In Store,1,4.1,0.0,4.1,1.15
113821,2024-06-19,1,9,In Store,3,10.2,0.0,10.2,3.3
113822,2024-06-19,1,1,In Store,1,2.75,0.0,2.75,0.7
113823,2024-06-19,1,9,In Store,1,3.4,0.0,3.4,1.1
113824,2024-06-19,1,3,In Store,1,4.25,0.0,4.25,1.2
113825,2024-06-19,2,2,In Store,1,3.5,0.0,3.5,0.95
113826,2024-06-19,2,11,In Store,2,13.0,1.3,11.7,5.2
113827,2024-06-19,2,3,Delivery,3,12.75,1.28,11.47,3.6
113828,2024-06-19,2,2,Mobile Order,1,3.5,0.0,3.5,0.95
113829,2024-06-19,2,3,In Store,1,4.25,0.0,4.25,1.2
113830,2024-06-19,2,2,Delivery,4,14.0,0.0,14.0,3.8
113831,2024-06-19,2,9,Delivery,1,3.4,0.0,3.4,1.1
113832,2024-06-19,2,4,Mobile Order,2,10.2,1.02,9.18,2.9
113833,2024-06-19,2,3,Mobile Order,1,4.25,0.0,4.25,1.2
113834,2024-06-19,2,5,In Store,1,4.1,0.0,4.1,1.15
113835,2024-06-19,3,5,In Store,1,4.1,0.0,4.1,1.15
113836,2024-06-19,3,12,In Store,1,16.0,0.0,16.0,7.5
113837,2024-06-19,3,11,In Store,1,6.5,0.0,6.5,2.6
113838,2024-06-19,3,4,Mobile Order,2,10.2,1.02,9.18,2.9
113839,2024-06-19,3,4,In Store,1,5.1,0.0,5.1,1.45
113840,2024-06-19,3,10,Mobile Order,1,3.95,0.0,3.95,1.4
113841,2024-06-19,3,10,In Store,1,3.95,0.0,3.95,1.4
113842,2024-06-19,3,4,In Store,1,5.1,0.0,5.1,1.45
113843,2024-06-19,3,1,In Store,1,2.75,0.0,2.75,0.7
113844,2024-06-19,3,5,Mobile Order,1,4.1,0.0,4.1,1.15
113845,2024-06-19,3,4,In Store,1,5.1,1.02,4.08,1.45
113846,2024-06-19,3,9,Delivery,1,3.4,0.0,3.4,1.1
113847,2024-06-19,3,5,In Store,1,4.1,0.41,3.69,1.15
113848,2024-06-19,3,7,In Store,1,4.75,0.0,4.75,1.35
113849,2024-06-19,4,7,In Store,1,4.75,0.0,4.75,1.35
113850,2024-06-19,4,11,Mobile Order,3,19.5,0.0,19.5,7.8
113851,2024-06-19,4,4,In Store,1,5.1,0.51,4.59,1.45
113852,2024-06-19,4,5,In Store,1,4.1,0.0,4.1,1.15
113853,2024-06-19,4,11,Mobile Order,2,13.0,0.0,13.0,5.2
113854,2024-06-19,4,2,In Store,1,3.5,0.0,3.5,0.95
113855,2024-06-19,5,4,In Store,2,10.2,0.0,10.2,2.9
113856,2024-06-19,5,4,Mobile Order,1,5.1,0.0,5.1,1.45
113857,2024-06-19,5,2,In Store,2,7.0,0.0,7.0,1.9
113858,2024-06-19,5,7,In Store,2,9.5,0.0,9.5,2.7
113859,2024-06-19,5,8,In Store,1,3.2,0.0,3.2,0.6
113860,2024-06-19,5,4,Mobile Order,4,20.4,0.0,20.4,5.8
113861,2024-06-19,5,5,In Store,3,12.3,0.0,12.3,3.45
113862,2024-06-19,5,10,Delivery,1,3.95,0.0,3.95,1.4
113863,2024-06-19,5,2,Delivery,1,3.5,0.0,3.5,0.95
113864,2024-06-19,5,1,Mobile Order,1,2.75,0.0,2.75,0.7
113865,2024-06-19,5,6,In Store,2,9.2,0.0,9.2,2.6
113866,2024-06-19,5,7,In Store,1,4.75,0.0,4.75,1.35
113867,2024-06-19,6,4,In Store,3,15.3,0.0,15.3,4.35
113868,2024-06-19,6,7,Mobile Order,2,9.5,1.9,7.6,2.7
113869,2024-06-19,6,1,In Store,1,2.75,0.0,2.75,0.7
113870,2024-06-19,6,6,In Store,1,4.6,0.0,4.6,1.3
113871,2024-06-19,6,2,In Store,1,3.5,0.0,3.5,0.95
113872,2024-06-19,6,9,Mobile Order,1,3.4,0.0,3.4,1.1
113873,2024-06-19,6,4,In Store,2,10.2,0.0,10.2,2.9
113874,2024-06-19,6,9,In Store,3,10.2,2.04,8.16,3.3
113875,2024-06-19,6,5,Delivery,1,4.1,0.0,4.1,1.15
113876,2024-06-19,6,5,Delivery,1,4.1,0.0,4.1,1.15
113877,2024-06-19,6,9,Mobile Order,1,3.4,0.0,3.4,1.1
113878,2024-06-19,6,6,Delivery,4,18.4,0.0,18.4,5.2
113879,2024-06-19,6,7,Mobile Order,4,19.0,0.0,19.0,5.4
113880,2024-06-19,6,9,Delivery,1,3.4,0.0,3.4,1.1
113881,2024-06-19,6,9,In Store,1,3.4,0.0,3.4,1.1
113882,2024-06-19,6,9,Mobile Order,1,3.4,0.34,3.06,1.1
113883,2024-06-19,6,8,In Store,3,9.6,0.0,9.6,1.8
113884,2024-06-19,7,4,Delivery,1,5.1,0.0,5.1,1.45
113885,2024-06-19,7,3,In Store,2,8.5,0.0,8.5,2.4
113886,2024-06-19,7,3,In Store,1,4.25,0.0,4.25,1.2
113887,2024-06-19,7,2,Delivery,1,3.5,0.35,3.15,0.95
113888,2024-06-19,7,5,In Store,1,4.1,0.0,4.1,1.15
113889,2024-06-19,7,3,In Store,2,8.5,0.0,8.5,2.4
113890,2024-06-19,7,6,In Store,2,9.2,0.0,9.2,2.6
113891,2024-06-19,7,10,Mobile Order,2,7.9,0.0,7.9,2.8
113892,2024-06-19,7,8,In Store,1,3.2,0.0,3.2,0.6
113893,2024-06-19,7,7,Mobile Order,3,14.25,1.43,12.82,4.05
113894,2024-06-19,7,1,Mobile Order,1,2.75,0.0,2.75,0.7
113895,2024-06-19,7,4,In Store,1,5.1,0.0,5.1,1.45
113896,2024-06-19,8,11,In Store,1,6.5,0.65,5.85,2.6
113897,2024-06-19,8,6,In Store,1,4.6,0.0,4.6,1.3
113898,2024-06-19,8,5,Mobile Order,1,4.1,0.41,3.69,1.15
113899,2024-06-19,8,3,Mobile Order,2,8.5,0.0,8.5,2.4
113900,2024-06-19,8,11,In Store,2,13.0,0.0,13.0,5.2
113901,2024-06-19,8,5,Mobile Order,1,4.1,0.0,4.1,1.15
113902,2024-06-19,8,1,Mobile Order,1,2.75,0.55,2.2,0.7
113903,2024-06-20,1,5,In Store,1,4.1,0.0,4.1,1.15
113904,2024-06-20,1,3,Mobile Order,1,4.25,0.0,4.25,1.2
113905,2024-06-20,1,3,In Store,1,4.25,0.0,4.25,1.2
113906,2024-06-20,1,1,In Store,1,2.75,0.0,2.75,0.7
113907,2024-06-20,1,3,In Store,1,4.25,0.0,4.25,1.2
113908,2024-06-20,1,3,Mobile Order,2,8.5,0.0,8.5,2.4
113909,2024-06-20,1,4,In Store,1,5.1,1.02,4.08,1.45
113910,2024-06-20,1,6,In Store,1,4.6,0.0,4.6,1.3
113911,2024-06-20,1,10,Mobile Order,1,3.95,0.0,3.95,1.4
113912,2024-06-20,1,7,Mobile Order,2,9.5,0.0,9.5,2.7
113913,2024-06-20,1,2,In Store,2,7.0,0.0,7.0,1.9
113914,2024-06-20,1,2,In Store,1,3.5,0.0,3.5,0.95
113915,2024-06-20,1,8,Mobile Order,3,9.6,0.0,9.6,1.8
113916,2024-06-20,1,9,Mobile Order,2,6.8,0.0,6.8,2.2
113917,2024-06-20,1,4,In Store,2,10.2,0.0,10.2,2.9
113918,2024-06-20,1,1,In Store,1,2.75,0.28,2.47,0.7
113919,2024-06-20,2,7,In Store,1,4.75,0.0,4.75,1.35
113920,2024-06-20,2,5,Mobile Order,1,4.1,0.0,4.1,1.15
113921,2024-06-20,2,3,In Store,2,8.5,0.85,7.65,2.4
113922,2024-06-20,2,7,Mobile Order,3,14.25,1.43,12.82,4.05
113923,2024-06-20,2,2,In Store,1,3.5,0.0,3.5,0.95
113924,2024-06-20,2,4,Mobile Order,1,5.1,0.0,5.1,1.45
113925,2024-06-20,2,5,In Store,2,8.2,0.0,8.2,2.3
113926,2024-06-20,2,1,In Store,1,2.75,0.0,2.75,0.7
113927,2024-06-20,2,2,Mobile Order,1,3.5,0.35,3.15,0.95
113928,2024-06-20,2,12,Mobile Order,1,16.0,0.0,16.0,7.5
113929,2024-06-20,3,3,In Store,1,4.25,0.0,4.25,1.2
113930,2024-06-20,3,10,In Store,2,7.9,0.0,7.9,2.8
113931,2024-06-20,3,4,Mobile Order,1,5.1,0.0,5.1,1.45
113932,2024-06-20,3,8,In Store,1,3.2,0.32,2.88,0.6
113933,2024-06-20,3,3,In Store,3,12.75,0.0,12.75,3.6
113934,2024-06-20,3,7,Mobile Order,1,4.75,0.0,4.75,1.35
113935,2024-06-20,3,1,Delivery,2,5.5,0.0,5.5,1.4
113936,2024-06-20,3,9,In Store,1,3.4,0.0,3.4,1.1
113937,2024-06-20,3,5,In Store,1,4.1,0.0,4.1,1.15
113938,2024-06-20,3,3,Mobile Order,1,4.25,0.43,3.82,1.2
113939,2024-06-20,3,7,Mobile Order,1,4.75,0.0,4.75,1.35
113940,2024-06-20,3,5,In Store,1,4.1,0.0,4.1,1.15
113941,2024-06-20,4,4,Mobile Order,1,5.1,0.0,5.1,1.45
113942,2024-06-20,4,2,In Store,3,10.5,0.0,10.5,2.85
113943,2024-06-20,4,5,In Store,1,4.1,0.0,4.1,1.15
113944,2024-06-20,4,3,Mobile Order,1,4.25,0.0,4.25,1.2
113945,2024-06-20,4,7,In Store,1,4.75,0.48,4.27,1.35
113946,2024-06-20,4,2,Delivery,1,3.5,0.0,3.5,0.95
113947,2024-06-20,4,9,In Store,1,3.4,0.0,3.4,1.1
113948,2024-06-20,4,11,Mobile Order,1,6.5,0.0,6.5,2.6
113949,2024-06-20,4,3,Mobile Order,4,17.0,0.0,17.0,4.8
113950,2024-06-20,5,2,Delivery,3,10.5,0.0,10.5,2.85
113951,2024-06-20,5,11,In Store,1,6.5,0.0,6.5,2.6
113952,2024-06-20,5,9,Delivery,1,3.4,0.0,3.4,1.1
113953,2024-06-20,5,5,Mobile Order,1,4.1,0.0,4.1,1.15
113954,2024-06-20,5,8,Mobile Order,2,6.4,0.0,6.4,1.2
113955,2024-06-20,5,10,Mobile Order,1,3.95,0.0,3.95,1.4
113956,2024-06-20,5,10,In Store,2,7.9,0.0,7.9,2.8
113957,2024-06-20,5,9,Mobile Order,1,3.4,0.0,3.4,1.1
113958,2024-06-20,5,4,Delivery,2,10.2,0.0,10.2,2.9
113959,2024-06-20,5,10,In Store,1,3.95,0.0,3.95,1.4
113960,2024-06-20,5,2,Mobile Order,1,3.5,0.35,3.15,0.95
113961,2024-06-20,6,2,In Store,1,3.5,0.0,3.5,0.95
113962,2024-06-20,6,5,In Store,2,8.2,0.0,8.2,2.3
113963,2024-06-20,6,3,In Store,1,4.25,0.0,4.25,1.2
113964,2024-06-20,6,7,Mobile Order,3,14.25,0.0,14.25,4.05
113965,2024-06-20,6,3,In Store,2,8.5,0.0,8.5,2.4
113966,2024-06-20,6,7,In Store,2,9.5,0.0,9.5,2.7
113967,2024-06-20,6,1,In Store,1,2.75,0.0,2.75,0.7
113968,2024-06-20,6,3,In Store,1,4.25,0.0,4.25,1.2
113969,2024-06-20,6,2,Mobile Order,3,10.5,1.05,9.45,2.85
113970,2024-06-20,6,9,In Store,1,3.4,0.0,3.4,1.1
113971,2024-06-20,6,9,In Store,1,3.4,0.0,3.4,1.1
113972,2024-06-20,6,11,Mobile Order,2,13.0,0.0,13.0,5.2
113973,2024-06-20,6,2,In Store,1,3.5,0.0,3.5,0.95
113974,2024-06-20,6,3,In Store,1,4.25,0.0,4.25,1.2
113975,2024-06-20,6,3,In Store,1,4.25,0.0,4.25,1.2
113976,2024-06-20,6,3,In Store,1,4.25,0.0,4.25,1.2
113977,2024-06-20,6,10,In Store,1,3.95,0.0,3.95,1.4
113978,2024-06-20,7,5,In Store,2,8.2,0.82,7.38,2.3
113979,2024-06-20,7,6,In Store,2,9.2,0.0,9.2,2.6
113980,2024-06-20,7,9,In Store,1,3.4,0.0,3.4,1.1
113981,2024-06-20,7,7,In Store,1,4.75,0.0,4.75,1.35
113982,2024-06-20,7,4,Delivery,2,10.2,0.0,10.2,2.9
113983,2024-06-20,7,2,In Store,2,7.0,0.0,7.0,1.9
113984,2024-06-20,7,3,In Store,1,4.25,0.0,4.25,1.2
113985,2024-06-20,7,11,In Store,1,6.5,0.0,6.5,2.6
113986,2024-06-20,7,5,In Store,2,8.2,0.0,8.2,2.3
113987,2024-06-20,7,8,Mobile Order,1,3.2,0.0,3.2,0.6
113988,2024-06-20,7,5,In Store,1,4.1,0.0,4.1,1.15
113989,2024-06-20,8,7,In Store,1,4.75,0.0,4.75,1.35
113990,2024-06-20,8,6,In Store,1,4.6,0.0,4.6,1.3
113991,2024-06-20,8,2,In Store,1,3.5,0.0,3.5,0.95
113992,2024-06-20,8,12,Mobile Order,1,16.0,0.0,16.0,7.5
113993,2024-06-20,8,11,Delivery,1,6.5,0.0,6.5,2.6
113994,2024-06-21,1,5,Mobile Order,1,4.1,0.0,4.1,1.15
113995,2024-06-21,1,5,In Store,1,4.1,0.0,4.1,1.15
113996,2024-06-21,1,10,Mobile Order,1,3.95,0.0,3.95,1.4
113997,2024-06-21,1,4,Mobile Order,2,10.2,1.02,9.18,2.9
113998,2024-06-21,1,11,In Store,2,13.0,0.0,13.0,5.2
113999,2024-06-21,1,3,Mobile Order,2,8.5,0.0,8.5,2.4
114000,2024-06-21,1,10,Mobile Order,1,3.95,0.0,3.95,1.4
114001,2024-06-21,1,7,In Store,1,4.75,0.0,4.75,1.35
114002,2024-06-21,1,6,In Store,2,9.2,0.0,9.2,2.6
114003,2024-06-21,1,8,In Store,3,9.6,0.96,8.64,1.8
114004,2024-06-21,1,4,Mobile Order,1,5.1,0.0,5.1,1.45
114005,2024-06-21,1,1,In Store,1,2.75,0.0,2.75,0.7
114006,2024-06-21,1,5,In Store,1,4.1,0.0,4.1,1.15
114007,2024-06-21,1,8,In Store,1,3.2,0.64,2.56,0.6
114008,2024-06-21,1,1,Mobile Order,1,2.75,0.0,2.75,0.7
114009,2024-06-21,1,7,In Store,1,4.75,0.0,4.75,1.35
114010,2024-06-21,1,4,In Store,1,5.1,0.0,5.1,1.45
114011,2024-06-21,1,2,Mobile Order,1,3.5,0.0,3.5,0.95
114012,2024-06-21,1,2,Mobile Order,3,10.5,0.0,10.5,2.85
114013,2024-06-21,1,2,In Store,1,3.5,0.0,3.5,0.95
114014,2024-06-21,1,8,Mobile Order,4,12.8,0.0,12.8,2.4
114015,2024-06-21,1,11,In Store,1,6.5,0.0,6.5,2.6
114016,2024-06-21,1,4,In Store,1,5.1,0.0,5.1,1.45
114017,2024-06-21,1,8,In Store,4,12.8,1.28,11.52,2.4
114018,2024-06-21,1,4,In Store,2,10.2,0.0,10.2,2.9
114019,2024-06-21,2,5,Mobile Order,1,4.1,0.0,4.1,1.15
114020,2024-06-21,2,2,Mobile Order,3,10.5,0.0,10.5,2.85
114021,2024-06-21,2,7,In Store,2,9.5,0.95,8.55,2.7
114022,2024-06-21,2,8,Delivery,1,3.2,0.32,2.88,0.6
114023,2024-06-21,2,10,In Store,2,7.9,0.0,7.9,2.8
114024,2024-06-21,2,8,In Store,1,3.2,0.32,2.88,0.6
114025,2024-06-21,2,1,In Store,3,8.25,0.0,8.25,2.1
114026,2024-06-21,2,11,Mobile Order,1,6.5,0.0,6.5,2.6
114027,2024-06-21,2,4,In Store,1,5.1,0.51,4.59,1.45
114028,2024-06-21,2,8,In Store,2,6.4,1.28,5.12,1.2
114029,2024-06-21,3,4,In Store,1,5.1,0.0,5.1,1.45
114030,2024-06-21,3,10,In Store,1,3.95,0.4,3.55,1.4
114031,2024-06-21,3,9,In Store,1,3.4,0.0,3.4,1.1
114032,2024-06-21,3,10,Mobile Order,2,7.9,0.0,7.9,2.8
114033,2024-06-21,3,6,In Store,1,4.6,0.0,4.6,1.3
114034,2024-06-21,3,8,In Store,1,3.2,0.0,3.2,0.6
114035,2024-06-21,3,11,In Store,2,13.0,0.0,13.0,5.2
114036,2024-06-21,3,6,Delivery,1,4.6,0.0,4.6,1.3
114037,2024-06-21,3,2,Delivery,1,3.5,0.35,3.15,0.95
114038,2024-06-21,3,5,In Store,1,4.1,0.0,4.1,1.15
114039,2024-06-21,3,10,Mobile Order,1,3.95,0.0,3.95,1.4
114040,2024-06-21,3,3,In Store,1,4.25,0.0,4.25,1.2
114041,2024-06-21,3,1,In Store,1,2.75,0.0,2.75,0.7
114042,2024-06-21,3,9,Mobile Order,1,3.4,0.0,3.4,1.1
114043,2024-06-21,3,10,Mobile Order,2,7.9,0.0,7.9,2.8
114044,2024-06-21,3,2,In Store,2,7.0,0.0,7.0,1.9
114045,2024-06-21,3,4,In Store,1,5.1,0.0,5.1,1.45
114046,2024-06-21,4,3,In Store,1,4.25,0.43,3.82,1.2
114047,2024-06-21,4,4,Mobile Order,4,20.4,0.0,20.4,5.8
114048,2024-06-21,4,10,In Store,1,3.95,0.4,3.55,1.4
114049,2024-06-21,4,3,In Store,2,8.5,0.0,8.5,2.4
114050,2024-06-21,4,3,In Store,3,12.75,2.55,10.2,3.6
114051,2024-06-21,4,6,In Store,2,9.2,0.0,9.2,2.6
114052,2024-06-21,4,1,In Store,1,2.75,0.0,2.75,0.7
114053,2024-06-21,4,2,In Store,3,10.5,0.0,10.5,2.85
114054,2024-06-21,4,10,In Store,2,7.9,0.0,7.9,2.8
114055,2024-06-21,4,4,In Store,1,5.1,0.0,5.1,1.45
114056,2024-06-21,5,2,In Store,1,3.5,0.35,3.15,0.95
114057,2024-06-21,5,3,In Store,2,8.5,0.0,8.5,2.4
114058,2024-06-21,5,9,Mobile Order,1,3.4,0.0,3.4,1.1
114059,2024-06-21,5,10,Mobile Order,1,3.95,0.79,3.16,1.4
114060,2024-06-21,5,6,In Store,1,4.6,0.0,4.6,1.3
114061,2024-06-21,5,3,In Store,1,4.25,0.0,4.25,1.2
114062,2024-06-21,5,2,In Store,1,3.5,0.0,3.5,0.95
114063,2024-06-21,5,9,In Store,1,3.4,0.0,3.4,1.1
114064,2024-06-21,5,11,In Store,1,6.5,0.65,5.85,2.6
114065,2024-06-21,5,3,In Store,2,8.5,0.0,8.5,2.4
114066,2024-06-21,5,5,In Store,1,4.1,0.0,4.1,1.15
114067,2024-06-21,6,5,Mobile Order,1,4.1,0.0,4.1,1.15
114068,2024-06-21,6,8,In Store,1,3.2,0.0,3.2,0.6
114069,2024-06-21,6,8,Mobile Order,1,3.2,0.0,3.2,0.6
114070,2024-06-21,6,2,In Store,1,3.5,0.0,3.5,0.95
114071,2024-06-21,6,11,In Store,2,13.0,0.0,13.0,5.2
114072,2024-06-21,6,4,In Store,1,5.1,0.0,5.1,1.45
114073,2024-06-21,6,9,In Store,1,3.4,0.0,3.4,1.1
114074,2024-06-21,6,5,In Store,1,4.1,0.0,4.1,1.15
114075,2024-06-21,6,4,In Store,1,5.1,0.0,5.1,1.45
114076,2024-06-21,6,4,Mobile Order,2,10.2,0.0,10.2,2.9
114077,2024-06-21,6,3,Delivery,2,8.5,0.85,7.65,2.4
114078,2024-06-21,6,8,Mobile Order,1,3.2,0.0,3.2,0.6
114079,2024-06-21,6,9,Delivery,3,10.2,0.0,10.2,3.3
114080,2024-06-21,6,12,Delivery,2,32.0,0.0,32.0,15.0
114081,2024-06-21,6,8,Mobile Order,1,3.2,0.0,3.2,0.6
114082,2024-06-21,6,3,Mobile Order,1,4.25,0.0,4.25,1.2
114083,2024-06-21,6,3,Mobile Order,1,4.25,0.0,4.25,1.2
114084,2024-06-21,6,11,In Store,1,6.5,0.0,6.5,2.6
114085,2024-06-21,6,3,In Store,2,8.5,0.0,8.5,2.4
114086,2024-06-21,7,2,In Store,2,7.0,0.0,7.0,1.9
114087,2024-06-21,7,10,In Store,3,11.85,1.19,10.66,4.2
114088,2024-06-21,7,11,Delivery,1,6.5,0.0,6.5,2.6
114089,2024-06-21,7,5,Delivery,3,12.3,0.0,12.3,3.45
114090,2024-06-21,7,4,In Store,2,10.2,0.0,10.2,2.9
114091,2024-06-21,7,5,In Store,1,4.1,0.0,4.1,1.15
114092,2024-06-21,7,1,Mobile Order,1,2.75,0.0,2.75,0.7
114093,2024-06-21,7,4,In Store,2,10.2,1.02,9.18,2.9
114094,2024-06-21,7,10,In Store,3,11.85,2.37,9.48,4.2
114095,2024-06-21,7,3,In Store,1,4.25,0.0,4.25,1.2
114096,2024-06-21,7,8,In Store,1,3.2,0.0,3.2,0.6
114097,2024-06-21,7,5,Delivery,1,4.1,0.41,3.69,1.15
114098,2024-06-21,7,4,In Store,1,5.1,0.0,5.1,1.45
114099,2024-06-21,7,5,Mobile Order,1,4.1,0.0,4.1,1.15
114100,2024-06-21,8,4,In Store,3,15.3,0.0,15.3,4.35
114101,2024-06-21,8,8,Mobile Order,1,3.2,0.0,3.2,0.6
114102,2024-06-21,8,6,In Store,1,4.6,0.0,4.6,1.3
114103,2024-06-21,8,6,In Store,2,9.2,0.0,9.2,2.6
114104,2024-06-21,8,5,In Store,2,8.2,0.0,8.2,2.3
114105,2024-06-21,8,7,In Store,1,4.75,0.0,4.75,1.35
114106,2024-06-21,8,2,Mobile Order,3,10.5,2.1,8.4,2.85
114107,2024-06-22,1,3,In Store,2,8.5,0.0,8.5,2.4
114108,2024-06-22,1,3,Mobile Order,2,8.5,0.0,8.5,2.4
114109,2024-06-22,1,2,In Store,1,3.5,0.0,3.5,0.95
114110,2024-06-22,1,7,In Store,1,4.75,0.0,4.75,1.35
114111,2024-06-22,1,12,Mobile Order,1,16.0,0.0,16.0,7.5
114112,2024-06-22,1,10,In Store,1,3.95,0.0,3.95,1.4
114113,2024-06-22,1,3,In Store,1,4.25,0.0,4.25,1.2
114114,2024-06-22,1,4,Mobile Order,2,10.2,1.02,9.18,2.9
114115,2024-06-22,1,6,Delivery,1,4.6,0.46,4.14,1.3
114116,2024-06-22,1,7,In Store,3,14.25,2.85,11.4,4.05
114117,2024-06-22,1,3,In Store,1,4.25,0.0,4.25,1.2
114118,2024-06-22,1,9,In Store,4,13.6,0.0,13.6,4.4
114119,2024-06-22,1,7,In Store,1,4.75,0.0,4.75,1.35
114120,2024-06-22,1,4,Delivery,1,5.1,0.0,5.1,1.45
114121,2024-06-22,1,2,Mobile Order,1,3.5,0.0,3.5,0.95
114122,2024-06-22,2,2,Mobile Order,1,3.5,0.0,3.5,0.95
114123,2024-06-22,2,5,In Store,1,4.1,0.0,4.1,1.15
114124,2024-06-22,2,4,In Store,2,10.2,0.0,10.2,2.9
114125,2024-06-22,2,6,Mobile Order,2,9.2,0.0,9.2,2.6
114126,2024-06-22,2,4,In Store,2,10.2,0.0,10.2,2.9
114127,2024-06-22,2,3,In Store,1,4.25,0.0,4.25,1.2
114128,2024-06-22,3,9,In Store,2,6.8,0.0,6.8,2.2
114129,2024-06-22,3,7,In Store,2,9.5,0.0,9.5,2.7
114130,2024-06-22,3,6,In Store,1,4.6,0.0,4.6,1.3
114131,2024-06-22,3,1,In Store,1,2.75,0.28,2.47,0.7
114132,2024-06-22,3,5,In Store,1,4.1,0.41,3.69,1.15
114133,2024-06-22,3,2,Delivery,1,3.5,0.0,3.5,0.95
114134,2024-06-22,3,7,Mobile Order,1,4.75,0.0,4.75,1.35
114135,2024-06-22,3,6,In Store,1,4.6,0.46,4.14,1.3
114136,2024-06-22,4,7,In Store,2,9.5,0.0,9.5,2.7
114137,2024-06-22,4,3,In Store,2,8.5,0.0,8.5,2.4
114138,2024-06-22,4,3,In Store,1,4.25,0.43,3.82,1.2
114139,2024-06-22,4,3,In Store,1,4.25,0.43,3.82,1.2
114140,2024-06-22,4,2,In Store,1,3.5,0.0,3.5,0.95
114141,2024-06-22,4,1,In Store,2,5.5,0.0,5.5,1.4
114142,2024-06-22,4,6,In Store,1,4.6,0.0,4.6,1.3
114143,2024-06-22,4,7,In Store,3,14.25,0.0,14.25,4.05
114144,2024-06-22,5,10,In Store,1,3.95,0.0,3.95,1.4
114145,2024-06-22,5,5,Mobile Order,2,8.2,0.0,8.2,2.3
114146,2024-06-22,5,3,In Store,1,4.25,0.0,4.25,1.2
114147,2024-06-22,5,4,In Store,1,5.1,0.0,5.1,1.45
114148,2024-06-22,5,6,In Store,1,4.6,0.0,4.6,1.3
114149,2024-06-22,6,3,Mobile Order,2,8.5,0.0,8.5,2.4
114150,2024-06-22,6,2,In Store,1,3.5,0.35,3.15,0.95
114151,2024-06-22,6,4,Mobile Order,1,5.1,0.0,5.1,1.45
114152,2024-06-22,6,4,Mobile Order,4,20.4,0.0,20.4,5.8
114153,2024-06-22,6,1,In Store,1,2.75,0.0,2.75,0.7
114154,2024-06-22,6,4,Mobile Order,1,5.1,0.0,5.1,1.45
114155,2024-06-22,6,6,Mobile Order,1,4.6,0.0,4.6,1.3
114156,2024-06-22,6,1,In Store,2,5.5,0.55,4.95,1.4
114157,2024-06-22,6,5,In Store,1,4.1,0.0,4.1,1.15
114158,2024-06-22,6,10,In Store,1,3.95,0.0,3.95,1.4
114159,2024-06-22,6,5,Mobile Order,1,4.1,0.0,4.1,1.15
114160,2024-06-22,6,2,In Store,1,3.5,0.0,3.5,0.95
114161,2024-06-22,6,12,In Store,4,64.0,0.0,64.0,30.0
114162,2024-06-22,6,10,Delivery,1,3.95,0.0,3.95,1.4
114163,2024-06-22,6,5,In Store,3,12.3,0.0,12.3,3.45
114164,2024-06-22,7,4,In Store,1,5.1,0.0,5.1,1.45
114165,2024-06-22,7,8,In Store,1,3.2,0.0,3.2,0.6
114166,2024-06-22,7,7,In Store,1,4.75,0.0,4.75,1.35
114167,2024-06-22,7,6,In Store,1,4.6,0.0,4.6,1.3
114168,2024-06-22,7,6,In Store,1,4.6,0.0,4.6,1.3
114169,2024-06-22,7,3,In Store,2,8.5,0.0,8.5,2.4
114170,2024-06-22,7,5,Mobile Order,2,8.2,0.0,8.2,2.3
114171,2024-06-22,8,9,Mobile Order,2,6.8,0.0,6.8,2.2
114172,2024-06-22,8,4,In Store,1,5.1,0.0,5.1,1.45
114173,2024-06-22,8,2,In Store,1,3.5,0.0,3.5,0.95
114174,2024-06-22,8,1,In Store,1,2.75,0.0,2.75,0.7
114175,2024-06-22,8,9,Mobile Order,1,3.4,0.0,3.4,1.1
114176,2024-06-23,1,7,In Store,1,4.75,0.0,4.75,1.35
114177,2024-06-23,1,5,Mobile Order,1,4.1,0.0,4.1,1.15
114178,2024-06-23,1,3,Delivery,1,4.25,0.0,4.25,1.2
114179,2024-06-23,1,10,In Store,1,3.95,0.0,3.95,1.4
114180,2024-06-23,1,1,In Store,1,2.75,0.28,2.47,0.7
114181,2024-06-23,1,1,In Store,1,2.75,0.0,2.75,0.7
114182,2024-06-23,1,3,Mobile Order,1,4.25,0.0,4.25,1.2
114183,2024-06-23,1,3,In Store,1,4.25,0.0,4.25,1.2
114184,2024-06-23,2,6,In Store,1,4.6,0.0,4.6,1.3
114185,2024-06-23,2,5,In Store,2,8.2,0.0,8.2,2.3
114186,2024-06-23,2,3,Delivery,1,4.25,0.0,4.25,1.2
114187,2024-06-23,2,11,In Store,1,6.5,0.0,6.5,2.6
114188,2024-06-23,2,10,Mobile Order,1,3.95,0.0,3.95,1.4
114189,2024-06-23,2,6,Delivery,1,4.6,0.0,4.6,1.3
114190,2024-06-23,2,6,In Store,4,18.4,0.0,18.4,5.2
114191,2024-06-23,3,9,In Store,1,3.4,0.0,3.4,1.1
114192,2024-06-23,3,1,In Store,1,2.75,0.0,2.75,0.7
114193,2024-06-23,3,4,In Store,3,15.3,0.0,15.3,4.35
114194,2024-06-23,3,6,Mobile Order,1,4.6,0.0,4.6,1.3
114195,2024-06-23,3,7,Delivery,1,4.75,0.0,4.75,1.35
